,RAW_S,RAW_S_MEAN,RAW_VOLATILITY,RAW_SCORE,S,S_MEAN,S_VOLATILITY,S_SCORE,S_VOLUME,SV_MEAN,SV_VOLATILITY,S_DISPERSION,S_BUZZ,S_DELTA,MODEL_INTERCEPT,TRAINING_START_TIME,TRAINING_END_TIME,TRAINING_TIME_SEC,RUN_TIMESTAMP
0,-0.0397051371567279,-0.5480706858413201,-0.17689257974931055,0.015158570506654322,0.04023315056325705,0.9788296154035122,0.16250925658146695,-0.004530588486278133,0.002312091432503173,-0.004968865177049802,0.005726528490913002,-0.1415605344461775,1.238974099370984,-0.023243294704009997,-1.1344939024587637,2023-08-03 17:15:04.503199,2023-08-03 17:15:04.531746,0.028547,2023-08-03 17:15:04.481874
