,EXPLAINED_VARIANCE,MEAN_ABSOLUTE_ERROR,MEAN_SQUARED_ERROR,MEDIAN_ABSOLUTE_ERROR,R2_SCORE,TRAINING_START_TIME,TRAINING_END_TIME,TRAINING_TIME_SEC,RUN_TIMESTAMP
0,0.8811,0.2883,0.1354,0.2397,0.8811,2023-08-03 17:15:04.503199,2023-08-03 17:15:04.531746,0.028547,2023-08-03 17:15:04.481874
